data,gender,universityType,courseAreaGeneral,courseName,parentsEducation,basicSchoolType,childhoodHobbiesTime,childhoodMainActivities,currentCourseDesired,currentCourseIdentification,familyInfluence,motivesOrder,societalContribution,financialReturn,financialReturnTime,courseAvailability,familyInCourseArea,futureProfessionalSelf,stemCareerInterest,stemCareerEverInterest,stemCareerDesistanceReason,schoolExactInterestByGender,preCollegeExactInterestLevel,familySchoolPerformanceValue,teacherPerformanceValue,scienceReference,admiredExactTeachersGender,lostInterestExactSciences,mainReasonLeavingSTEM,feltSTEMNotForMeEver,feelingExcludedTech,feelingExcludedExact,familyStudyIncentive,activityGenderRestriction,professionsByGenderOpinion,professionSuitabilityOpinion
09/09/2025 08:28:03,genero-masculino,undergraduate,exatas,Ciência da Computação,medio-completo,publico-publico,as-vezes,"jogar-videogame,brincar-esportes",depois-medio,sim-parcialmente,nao-baseado-no-que-queria,"Afinidade com a área / interesse pessoal pelos temas do curso,Facilidade de acesso ao curso (proximidade, nota do Enem, bolsa, etc.),Expectativa de boa remuneração ou estabilidade financeira,Escolhi por já ter experiências anteriores (ex: curso técnico, estágio, trabalho)",contribuicao-nao-importante,alguma-influencia,retorno-demorado,opcoes-limitadas,parentes-distantes,5,5,sim,nao-desisti,nao-diferenca,algum-interesse,valorizava-eventualmente,alguns-valorizavam,Steven Hodgkins,ambos,sim-perdi,experiencias-negativas,nao-nunca-senti,3,3,5,1,1,3
09/09/2025 08:28:55,genero-masculino,undergraduate,exatas,Engenharia de produção ,medio-completo,publico-publico,sim-tempo-apoio,desenhar-pintar,depois-medio,sim-parcialmente,nao-baseado-no-que-queria,"Afinidade com a área / interesse pessoal pelos temas do curso,Expectativa de boa remuneração ou estabilidade financeira,Facilidade de acesso ao curso (proximidade, nota do Enem, bolsa, etc.)",contribuicao-importante,alguma-influencia,retorno-demorado,opcoes-limitadas,primeiro-da-familia,5,5,nao-tenho-certeza,,meninos,muito-interesse,valorizava-moderadamente,alguns-valorizavam,Isaac Newton,ambos,nao-perdi,nunca-afastado,nao-nunca-senti,3,3,4,3,3,3
09/09/2025 08:34:07,genero-masculino,undergraduate,exatas,Bacharelado em ciência da computação,fundamental-completo,publico-publico,as-vezes,"brincar-esportes,jogar-videogame,desenhar-pintar",depois-medio,nao-sabia,nao-baseado-no-que-queria,"Expectativa de boa remuneração ou estabilidade financeira,Afinidade com a área / interesse pessoal pelos temas do curso,Facilidade de acesso ao curso (proximidade, nota do Enem, bolsa, etc.)",contribuicao-nao-importante,principal-fator,retorno-demorado,falta-opcoes,primeiro-da-familia,3,4,sim,nao-desisti,nao-diferenca,algum-interesse,valorizava-muito,maioria-valorizava,.,ambos,sim-perdi,nao-era-pra-mim,sim-ja-senti,4,3,5,3,4,2
09/09/2025 08:34:23,genero-masculino,undergraduate,exatas,Ciências da computação ,superior-completo,privado-publico,as-vezes,"brincar-esportes,jogar-videogame,programar-montar",depois-medio,sim-parcialmente,sim-principal-motivacao,"Identificação com o tipo de profissional que atua na área,Afinidade com a área / interesse pessoal pelos temas do curso,Influência de amigos(as) ou conhecidos(as) que também escolheram esse curso,Expectativa de boa remuneração ou estabilidade financeira,Facilidade de acesso ao curso (proximidade, nota do Enem, bolsa, etc.)",contribuicao-nao-importante,alguma-influencia,nao-influenciou,opcoes-limitadas,uma-pessoa-proxima,5,4,sim,dificuldade-exatas,meninos,algum-interesse,valorizava-muito,alguns-valorizavam,.,ambos,sim-perdi,falta-oportunidades,nao-nunca-senti,2,2,4,3,1,1
09/09/2025 08:38:44,genero-feminino,undergraduate,exatas,Ciência da Computação ,medio-completo,privado-publico,sim-tempo-apoio,"ler-livros,jogar-videogame,desenhar-pintar,programar-montar",depois-medio,sim-parcialmente,nao-muito,"Identificação com o tipo de profissional que atua na área,Afinidade com a área / interesse pessoal pelos temas do curso,Expectativa de boa remuneração ou estabilidade financeira",contribuicao-nao-importante,principal-fator,retorno-demorado,nao-influenciou,primeiro-da-familia,4,4,sim,nao-desisti,meninos,muito-interesse,valorizava-muito,maioria-valorizava,Katherine Johnson,ambos,sim-perdi,nao-era-pra-mim,sim-ja-senti,3,2,5,2,2,3
09/09/2025 09:57:50,genero-feminino,undergraduate,exatas,Ciências da computação ,medio-completo,publico-publico,as-vezes,"brincar-esportes,estudar-por-conta",depois-medio,sim-parcialmente,sim-principal-motivacao,"Influência de familiares (pais, responsáveis, parentes),Expectativa de boa remuneração ou estabilidade financeira,Influência de amigos(as) ou conhecidos(as) que também escolheram esse curso",contribuicao-nao-importante,principal-fator,retorno-demorado,opcoes-limitadas,uma-pessoa-proxima,4,4,sim,nao-desisti,meninas,algum-interesse,valorizava-moderadamente,alguns-valorizavam,.,masculino,sim-perdi,dificuldade-conteudo,sim-ja-senti,3,3,5,2,1,4
09/09/2025 10:14:49,genero-masculino,undergraduate,exatas,Engenharia de Produção ,superior-incompleto,publico-publico,nao-raremente,"ler-livros,jogar-videogame,estudar-por-conta",nao-primeira-opcao,sim-parcialmente,sim-em-parte,"Facilidade de acesso ao curso (proximidade, nota do Enem, bolsa, etc.),Poucas opções disponíveis no momento da escolha,Influência de familiares (pais, responsáveis, parentes)",contribuicao-importante,alguma-influencia,nao-influenciou,falta-opcoes,parentes-distantes,4,4,sim,nao-desisti,meninos,algum-interesse,valorizava-muito,maioria-valorizava,.,ambos,nao-perdi,experiencias-negativas,sim-ja-senti,2,2,2,2,2,4
09/09/2025 10:17:08,genero-masculino,undergraduate,exatas,Ciências da computação ,superior-completo,publico-publico,sim-tempo-apoio,"ler-livros,jogar-videogame,brincar-esportes",desde-medio,sim-completamente,nao-baseado-no-que-queria,"Afinidade com a área / interesse pessoal pelos temas do curso,Expectativa de boa remuneração ou estabilidade financeira,Facilidade de acesso ao curso (proximidade, nota do Enem, bolsa, etc.),Influência de amigos(as) ou conhecidos(as) que também escolheram esse curso",contribuicao-importante,alguma-influencia,retorno-rapido,nao-influenciou,primeiro-da-familia,5,5,sim,nao-desisti,meninos,muito-interesse,valorizava-muito,alguns-valorizavam,.,masculino,sim-perdi,nunca-afastado,nao-nunca-senti,2,1,4,4,1,1
09/09/2025 10:55:24,genero-masculino,undergraduate,exatas,Ciencia da computação ,medio-completo,publico-publico,as-vezes,"ler-livros,jogar-videogame,estudar-por-conta",depois-medio,sim-parcialmente,nao-baseado-no-que-queria,"Afinidade com a área / interesse pessoal pelos temas do curso,Identificação com o tipo de profissional que atua na área",contribuicao-nao-importante,alguma-influencia,retorno-demorado,opcoes-limitadas,primeiro-da-familia,4,4,sim,nao-desisti,nao-diferenca,muito-interesse,valorizava-moderadamente,alguns-valorizavam,. ,masculino,nao-perdi,falta-oportunidades,nao-nunca-senti,3,3,3,2,1,1
09/09/2025 11:10:21,genero-feminino,undergraduate,sociais,administração,medio-completo,publico-publico,as-vezes,"ler-livros,brincar-esportes,desenhar-pintar,programar-montar",nao-primeira-opcao,sim-parcialmente,nao-muito,"Facilidade de acesso ao curso (proximidade, nota do Enem, bolsa, etc.),Afinidade com a área / interesse pessoal pelos temas do curso,Escolhi por já ter experiências anteriores (ex: curso técnico, estágio, trabalho)",contribuicao-nao-importante,alguma-influencia,nao-influenciou,opcoes-limitadas,parentes-distantes,5,5,sim,questoes-financeiras,nao-diferenca,muito-interesse,valorizava-eventualmente,poucos-valorizavam,.,feminino,sim-perdi,falta-apoio-familiar,sim-ja-senti,4,3,3,2,1,1
09/09/2025 11:29:19,genero-feminino,undergraduate,exatas,Engenharia de Produção ,superior-incompleto,privado-privado,sim-tempo-apoio,"brincar-esportes,desenhar-pintar",desde-medio,sim-completamente,nao-baseado-no-que-queria,"Afinidade com a área / interesse pessoal pelos temas do curso,Expectativa de boa remuneração ou estabilidade financeira,Influência de amigos(as) ou conhecidos(as) que também escolheram esse curso",contribuicao-importante,alguma-influencia,retorno-rapido,falta-opcoes,mais-de-uma-pessoa,4,4,sim,nao-desisti,meninos,algum-interesse,valorizava-moderadamente,alguns-valorizavam,.,feminino,sim-perdi,nao-era-pra-mim,sim-ja-senti,4,4,3,3,1,1
09/09/2025 11:35:24,genero-masculino,undergraduate,exatas,Ciências da computação ,superior-completo,privado-privado,as-vezes,"brincar-esportes,jogar-videogame,programar-montar",desde-medio,sim-parcialmente,nao-baseado-no-que-queria,"Identificação com o tipo de profissional que atua na área,Afinidade com a área / interesse pessoal pelos temas do curso,Expectativa de boa remuneração ou estabilidade financeira",contribuicao-nao-importante,alguma-influencia,retorno-demorado,opcoes-limitadas,parentes-distantes,4,4,sim,nao-desisti,meninas,muito-interesse,valorizava-eventualmente,poucos-valorizavam,.,masculino,nunca-tive-interesse,nunca-afastado,nunca-pensei,2,2,4,3,2,4
09/09/2025 11:37:25,genero-feminino,undergraduate,exatas,Engenharia de produção ,superior-incompleto,publico-publico,nao-raremente,"ler-livros,brincar-esportes",nao-primeira-opcao,sim-parcialmente,nao-baseado-no-que-queria,"Expectativa de boa remuneração ou estabilidade financeira,Facilidade de acesso ao curso (proximidade, nota do Enem, bolsa, etc.),Poucas opções disponíveis no momento da escolha,Indecisão: escolhi por não saber o que queria fazer,Influência de amigos(as) ou conhecidos(as) que também escolheram esse curso",contribuicao-nao-importante,alguma-influencia,retorno-demorado,falta-opcoes,primeiro-da-familia,5,5,sim,nao-desisti,meninos,muito-interesse,valorizava-moderadamente,alguns-valorizavam," "" . """,ambos,sim-perdi,dificuldade-conteudo,sim-ja-senti,3,3,5,3,1,1
09/09/2025 11:46:25,genero-masculino,undergraduate,exatas,Ciência da computação ,mestrado,privado-privado,sim-tempo-apoio,"ler-livros,brincar-esportes,jogar-videogame",desde-fundamental,sim-completamente,nao-baseado-no-que-queria,"Afinidade com a área / interesse pessoal pelos temas do curso,Expectativa de boa remuneração ou estabilidade financeira,Influência de amigos(as) ou conhecidos(as) que também escolheram esse curso",contribuicao-nao-importante,alguma-influencia,retorno-demorado,nao-influenciou,parentes-distantes,5,5,sim,nao-desisti,meninos,muito-interesse,valorizava-eventualmente,alguns-valorizavam,. ,masculino,nao-perdi,experiencias-negativas,nao-nunca-senti,2,2,5,4,1,2
09/09/2025 12:55:52,genero-masculino,undergraduate,exatas,Engenharia de produção ,pos,publico-publico,as-vezes,"jogar-videogame,programar-montar,brincar-esportes",depois-medio,sim-completamente,nao-muito,"Facilidade de acesso ao curso (proximidade, nota do Enem, bolsa, etc.),Poucas opções disponíveis no momento da escolha,Indecisão: escolhi por não saber o que queria fazer",contribuicao-importante,alguma-influencia,nao-considerei,falta-opcoes,mais-de-uma-pessoa,5,5,sim,nao-desisti,meninos,muito-interesse,valorizava-muito,maioria-valorizava,Drs. Elaine Rocha e Nildo Cassundé,ambos,nao-perdi,nao-era-pra-mim,nao-nunca-senti,2,2,3,2,2,2
09/09/2025 15:35:02,genero-masculino,undergraduate,sociais,Administração ,superior-completo,privado-publico,raramente-responsabilidades,"ler-livros,jogar-videogame",nao-primeira-opcao,sim-parcialmente,nao-baseado-no-que-queria,"Identificação com o tipo de profissional que atua na área,Afinidade com a área / interesse pessoal pelos temas do curso,Facilidade de acesso ao curso (proximidade, nota do Enem, bolsa, etc.),Indecisão: escolhi por não saber o que queria fazer,Escolhi por já ter experiências anteriores (ex: curso técnico, estágio, trabalho),Influência de amigos(as) ou conhecidos(as) que também escolheram esse curso,Influência de familiares (pais, responsáveis, parentes),Poucas opções disponíveis no momento da escolha,Expectativa de boa remuneração ou estabilidade financeira,Pressão familiar para escolher determinada área",contribuicao-nao-importante,nao-influenciou,retorno-demorado,falta-opcoes,parentes-distantes,3,4,sim,questoes-financeiras,meninos,algum-interesse,nao-demonstrava-interesse,alguns-valorizavam,.,ambos,sim-perdi,experiencias-negativas,sim-ja-senti,3,3,3,2,2,4
09/09/2025 16:18:56,genero-masculino,undergraduate,exatas,Engenharia de Produção ,superior-completo,privado-publico,sim-tempo-apoio,"brincar-esportes,jogar-videogame,estudar-por-conta",depois-medio,sim-completamente,nao-baseado-no-que-queria,Identificação com o tipo de profissional que atua na área,contribuicao-importante,alguma-influencia,retorno-demorado,opcoes-limitadas,primeiro-da-familia,5,5,sim,nao-desisti,meninos,muito-interesse,valorizava-muito,tratavam-neutro,. ,masculino,nao-perdi,nunca-afastado,nunca-pensei,3,2,5,1,3,3
09/09/2025 16:29:59,genero-feminino,undergraduate,sociais,Administração ,fundamental-completo,publico-publico,sim-tempo-apoio,"ler-livros,brincar-esportes",desde-medio,sim-completamente,nao-muito,"Afinidade com a área / interesse pessoal pelos temas do curso,Identificação com o tipo de profissional que atua na área,Expectativa de boa remuneração ou estabilidade financeira",contribuicao-nao-importante,alguma-influencia,nao-influenciou,opcoes-limitadas,parentes-distantes,2,2,nao,,nao-diferenca,pouco-interesse,valorizava-moderadamente,poucos-valorizavam,.,feminino,sim-perdi,dificuldade-conteudo,sim-ja-senti,3,3,5,2,1,3
09/09/2025 18:30:27,genero-masculino,undergraduate,exatas,Ciências da computação ,medio-completo,privado-publico,sim-tempo-apoio,"brincar-esportes,jogar-videogame",depois-medio,sim-completamente,nao-baseado-no-que-queria,"Expectativa de boa remuneração ou estabilidade financeira,Afinidade com a área / interesse pessoal pelos temas do curso,Identificação com o tipo de profissional que atua na área",contribuicao-importante,alguma-influencia,retorno-demorado,opcoes-limitadas,primeiro-da-familia,4,4,nao-tenho-certeza,,meninos,muito-interesse,valorizava-moderadamente,tratavam-neutro,.,ambos,sim-perdi,nunca-afastado,sim-ja-senti,2,3,5,2,2,4
10/09/2025 14:21:17,genero-masculino,undergraduate,exatas,Ciência da Computação ,superior-completo,publico-publico,as-vezes,"jogar-videogame,brincar-esportes",nao-primeira-opcao,nao-sabia,nao-muito,"Identificação com o tipo de profissional que atua na área,Expectativa de boa remuneração ou estabilidade financeira,Facilidade de acesso ao curso (proximidade, nota do Enem, bolsa, etc.),Afinidade com a área / interesse pessoal pelos temas do curso,Poucas opções disponíveis no momento da escolha",contribuicao-nao-importante,principal-fator,retorno-demorado,opcoes-limitadas,primeiro-da-familia,4,4,nao-tenho-certeza,,nao-diferenca,algum-interesse,valorizava-muito,alguns-valorizavam,Alan Turing,ambos,sim-perdi,dificuldade-conteudo,sim-ja-senti,2,3,5,1,1,1
10/09/2025 20:03:14,genero-masculino,undergraduate,exatas,Ciência da computação,superior-incompleto,privado-publico,raramente-responsabilidades,"programar-montar,brincar-esportes,jogar-videogame",desde-medio,sim-completamente,nao-baseado-no-que-queria,"Afinidade com a área / interesse pessoal pelos temas do curso,Identificação com o tipo de profissional que atua na área,Escolhi por já ter experiências anteriores (ex: curso técnico, estágio, trabalho)",contribuicao-nao-importante,alguma-influencia,retorno-demorado,opcoes-limitadas,primeiro-da-familia,5,5,sim,poucas-oportunidades,meninos,muito-interesse,valorizava-muito,alguns-valorizavam,Valdigleis,masculino,nao-perdi,nunca-afastado,nunca-pensei,3,3,5,1,1,5
10/09/2025 22:15:29,genero-masculino,undergraduate,exatas,Ciências da Computação ,medio-completo,privado-publico,sim-tempo-apoio,"brincar-esportes,jogar-videogame",nao-primeira-opcao,sim-completamente,nao-baseado-no-que-queria,Afinidade com a área / interesse pessoal pelos temas do curso,contribuicao-nao-importante,alguma-influencia,retorno-demorado,falta-opcoes,parentes-distantes,5,5,sim,nao-desisti,nao-diferenca,muito-interesse,nao-demonstrava-interesse,desempenho-ignorado,Felipe Guisoli,masculino,sim-perdi,experiencias-negativas,sim-ja-senti,1,1,4,5,5,5
11/09/2025 21:10:42,genero-masculino,undergraduate,exatas,Ciência da computação ,superior-completo,privado-publico,as-vezes,brincar-esportes,depois-medio,sim-parcialmente,nao-baseado-no-que-queria,"Identificação com o tipo de profissional que atua na área,Afinidade com a área / interesse pessoal pelos temas do curso",contribuicao-nao-importante,alguma-influencia,nao-influenciou,opcoes-limitadas,primeiro-da-familia,4,4,nao-tenho-certeza,,meninos,pouco-interesse,valorizava-moderadamente,poucos-valorizavam,Gustavo Guanabara ,ambos,sim-perdi,experiencias-negativas,sim-ja-senti,2,3,3,5,4,4
12/09/2025 10:48:31,genero-feminino,undergraduate,exatas,Engenharia de Produção ,superior-completo,privado-publico,sim-tempo-apoio,"brincar-esportes,desenhar-pintar",nao-primeira-opcao,sim-completamente,sim-principal-motivacao,"Influência de amigos(as) ou conhecidos(as) que também escolheram esse curso,Expectativa de boa remuneração ou estabilidade financeira,Facilidade de acesso ao curso (proximidade, nota do Enem, bolsa, etc.)",contribuicao-importante,principal-fator,retorno-rapido,nao-influenciou,mais-de-uma-pessoa,5,5,sim,dificuldade-exatas,nao-diferenca,pouco-interesse,valorizava-muito,maioria-valorizava,.,feminino,sim-perdi,dificuldade-conteudo,sim-ja-senti,1,3,5,1,1,1
12/09/2025 12:51:13,genero-masculino,undergraduate,exatas,Ciência da Computação ,superior-completo,privado-publico,sim-tempo-apoio,"jogar-videogame,ler-livros,desenhar-pintar,brincar-esportes",nao-primeira-opcao,sim-parcialmente,nao-baseado-no-que-queria,"Facilidade de acesso ao curso (proximidade, nota do Enem, bolsa, etc.),Poucas opções disponíveis no momento da escolha,Indecisão: escolhi por não saber o que queria fazer,Expectativa de boa remuneração ou estabilidade financeira,Identificação com o tipo de profissional que atua na área,Afinidade com a área / interesse pessoal pelos temas do curso",contribuicao-nao-importante,alguma-influencia,nao-considerei,opcoes-limitadas,primeiro-da-familia,4,5,sim,nao-desisti,nao-diferenca,algum-interesse,valorizava-moderadamente,poucos-valorizavam,"Felipe Guisoli, Richard Feynman",masculino,sim-perdi,dificuldade-conteudo,sim-ja-senti,3,2,4,3,1,3
18/09/2025 11:47:36,genero-masculino,undergraduate,exatas,Sistemas para Internet,superior-completo,publico-publico,as-vezes,"jogar-videogame,ler-livros,desenhar-pintar,programar-montar",depois-medio,sim-parcialmente,sim-principal-motivacao,"Afinidade com a área / interesse pessoal pelos temas do curso,Influência de familiares (pais, responsáveis, parentes),Facilidade de acesso ao curso (proximidade, nota do Enem, bolsa, etc.),Escolhi por já ter experiências anteriores (ex: curso técnico, estágio, trabalho)",contribuicao-nao-importante,alguma-influencia,nao-influenciou,nao-influenciou,primeiro-da-familia,4,4,sim,nao-desisti,meninos,pouco-interesse,nao-demonstrava-interesse,alguns-valorizavam,.,feminino,sim-perdi,nao-era-pra-mim,sim-ja-senti,2,3,2,2,1,4
18/09/2025 14:45:36,genero-masculino,undergraduate,exatas,SISTEMAS,superior-incompleto,publico-publico,sim-tempo-apoio,"brincar-esportes,jogar-videogame,desenhar-pintar,ler-livros",desde-medio,sim-parcialmente,sim-em-parte,Afinidade com a área / interesse pessoal pelos temas do curso,contribuicao-nao-importante,alguma-influencia,retorno-demorado,opcoes-limitadas,primeiro-da-familia,4,4,sim,nao-desisti,nao-diferenca,algum-interesse,valorizava-moderadamente,alguns-valorizavam,.,masculino,sim-perdi,dificuldade-conteudo,sim-ja-senti,2,3,3,4,2,2
19/09/2025 20:52:13,genero-masculino,undergraduate,exatas,Sistemas para Internet,superior-incompleto,publico-publico,as-vezes,"jogar-videogame,estudar-por-conta",nao-primeira-opcao,nao-sabia,nao-baseado-no-que-queria,"Poucas opções disponíveis no momento da escolha,Afinidade com a área / interesse pessoal pelos temas do curso,Expectativa de boa remuneração ou estabilidade financeira",contribuicao-nao-importante,alguma-influencia,nao-influenciou,falta-opcoes,primeiro-da-familia,3,5,sim,nao-desisti,meninos,muito-interesse,nao-demonstrava-interesse,alguns-valorizavam,Nikola Tesla,masculino,nao-perdi,nunca-afastado,nunca-pensei,1,1,3,3,1,1
25/09/2025 10:30:43,genero-masculino,undergraduate,exatas,Engenheiro de produção ,superior-completo,publico-publico,as-vezes,"jogar-videogame,brincar-esportes",nao-primeira-opcao,nao-sabia,nao-baseado-no-que-queria,"Facilidade de acesso ao curso (proximidade, nota do Enem, bolsa, etc.),Poucas opções disponíveis no momento da escolha,Expectativa de boa remuneração ou estabilidade financeira",contribuicao-nao-importante,nao-pensei-sobre,nao-considerei,falta-opcoes,uma-pessoa-proxima,5,5,sim,nao-desisti,meninos,muito-interesse,valorizava-muito,alguns-valorizavam,.,nenhum,sim-perdi,experiencias-negativas,nao-nunca-senti,1,1,4,1,3,3
25/09/2025 10:32:37,genero-masculino,undergraduate,exatas,Engenharia de produção ,medio-completo,publico-publico,as-vezes,brincar-esportes,depois-medio,sim-completamente,nao-muito,"Identificação com o tipo de profissional que atua na área,Expectativa de boa remuneração ou estabilidade financeira,Facilidade de acesso ao curso (proximidade, nota do Enem, bolsa, etc.)",contribuicao-importante,alguma-influencia,retorno-demorado,opcoes-limitadas,mais-de-uma-pessoa,5,5,nao-tenho-certeza,,meninas,algum-interesse,valorizava-eventualmente,desempenho-ignorado,. ,ambos,sim-perdi,nao-era-pra-mim,sim-ja-senti,3,4,5,4,4,4
25/09/2025 10:38:54,genero-masculino,undergraduate,exatas,Engenharia de Produção ,medio-completo,privado-publico,sim-tempo-apoio,"brincar-esportes,jogar-videogame,desenhar-pintar",nao-primeira-opcao,sim-completamente,nao-baseado-no-que-queria,"Facilidade de acesso ao curso (proximidade, nota do Enem, bolsa, etc.),Indecisão: escolhi por não saber o que queria fazer,Identificação com o tipo de profissional que atua na área,Afinidade com a área / interesse pessoal pelos temas do curso",contribuicao-nao-importante,alguma-influencia,retorno-rapido,falta-opcoes,primeiro-da-familia,5,5,nao-tenho-certeza,,nao-diferenca,muito-interesse,valorizava-moderadamente,maioria-valorizava,.,nenhum,sim-perdi,dificuldade-conteudo,sim-ja-senti,2,2,4,2,4,2
25/09/2025 10:45:00,genero-feminino,undergraduate,exatas,Engenharia de produção ,none,publico-publico,raramente-responsabilidades,"desenhar-pintar,estudar-por-conta,jogar-videogame,brincar-esportes,ler-livros",nao-primeira-opcao,sim-parcialmente,nao-baseado-no-que-queria,"Facilidade de acesso ao curso (proximidade, nota do Enem, bolsa, etc.),Poucas opções disponíveis no momento da escolha,Indecisão: escolhi por não saber o que queria fazer,Escolhi por já ter experiências anteriores (ex: curso técnico, estágio, trabalho),Expectativa de boa remuneração ou estabilidade financeira",contribuicao-nao-importante,alguma-influencia,nao-considerei,falta-opcoes,primeiro-da-familia,4,4,sim,poucas-oportunidades,meninos,algum-interesse,nao-demonstrava-interesse,alguns-valorizavam,albert einstein,ambos,sim-perdi,experiencias-negativas,sim-ja-senti,3,3,1,4,5,5
26/09/2025 20:37:01,genero-masculino,undergraduate,exatas,Sistema Para Internet,fundamental-incompleto,publico-publico,as-vezes,"brincar-esportes,estudar-por-conta",depois-medio,sim-parcialmente,nao-baseado-no-que-queria,"Afinidade com a área / interesse pessoal pelos temas do curso,Expectativa de boa remuneração ou estabilidade financeira,Identificação com o tipo de profissional que atua na área",contribuicao-importante,alguma-influencia,nao-considerei,nao-influenciou,primeiro-da-familia,5,5,sim,nao-desisti,meninos,muito-interesse,valorizava-moderadamente,maioria-valorizava,Isaac Newton,feminino,nao-perdi,nunca-afastado,nao-nunca-senti,3,2,3,1,1,1
